date,PE_正数等权,PE_中位数,PB_中位数,stockCode,指数点位
2023-04-24,25.69659536344101,32.9343392017024,3.034709710434531,399812,6599.58
2023-04-25,25.57583171718281,32.55732103787015,3.011157418312478,399812,6544.98
2023-04-26,25.21711707902156,32.34354787281884,2.999592905259324,399812,6546.23
2023-04-27,26.08457559169434,34.17497941929062,3.013849618873776,399812,6680.82
2023-04-28,26.73711826772429,33.223672470865566,3.0764436769172647,399812,6747.03
2023-05-04,27.234855517272,32.6253935579974,3.1138515338898207,399812,6831.28
2023-05-05,26.813035595867856,32.411002489076,3.1028403098346686,399812,6742.53
2023-05-08,26.870848689686493,33.00609948265955,3.127772711008459,399812,6746.07
2023-05-09,26.484953549206235,32.33860277615031,3.08981545486654,399812,6681.17
2023-05-10,26.389718865151927,32.0548820716158,3.092316557016206,399812,6665.14
2023-05-11,26.358146289855096,32.38852128977108,3.1010874169303646,399812,6671.49
2023-05-12,26.23792793046073,32.58692529998462,3.0940458084344966,399812,6626.4
2023-05-15,26.49290721537561,33.46614477649399,3.098415057625832,399812,6667.09
2023-05-16,26.35558626474015,33.49789238383575,3.046713628136203,399812,6618.69
2023-05-17,26.151994383211463,33.34029479215086,3.029693384325231,399812,6584.74
2023-05-18,26.112069845877382,33.3690054399919,3.0361790744277464,399812,6572.6
2023-05-19,26.30036012385064,33.88124614542092,3.049491104337691,399812,6615.29
2023-05-22,26.570998317270423,33.747063615707106,3.1384932330314963,399812,6677.25
2023-05-23,26.30514614953721,33.45835163344267,3.0900478886559,399812,6617.49
2023-05-24,25.88293184148573,32.81584743213074,3.0349630604604907,399812,6516.85
2023-05-25,25.72408637666252,32.60414950135631,2.9748352110333096,399812,6476.65
2023-05-26,25.90004043533831,34.383021519292186,2.997256285585782,399812,6522.55
2023-05-29,25.77781655311447,33.48426886807211,2.980668740688491,399812,6485.31
2023-05-30,25.605660991799017,33.05017454838746,2.975926273735131,399812,6446.57
2023-05-31,25.340689075460848,32.334514647363946,2.989860515070905,399812,6403.07
2023-06-01,25.37124980104052,32.291515773186724,2.9658988502715493,399812,6420.31
2023-06-02,25.68472101272205,32.51477628992876,3.032623777897607,399812,6480.49
2023-06-05,25.6964911805612,32.79834654312356,3.045229385791972,399812,6496.89
2023-06-06,25.47944199911753,32.93690999283467,3.021215596270508,399812,6422.39
2023-06-07,25.347339901188693,32.96776110619312,3.041468456555047,399812,6415.81
2023-06-08,25.296583025802924,32.2660347033284,3.0702791205321427,399812,6395.55
2023-06-09,25.379464795145942,32.99485129402374,3.0739208766936947,399812,6418.07
2023-06-12,25.140350482307035,30.634394942153392,3.1568250991985254,399812,6465.56
2023-06-13,25.03129053608571,30.504598814311176,3.1556768007350326,399812,6449.35
2023-06-14,25.12381905144031,30.53072327748857,3.226012713757333,399812,6503.59
2023-06-15,25.29332408161901,31.35848963081807,3.241337580109696,399812,6556.67
2023-06-16,25.160531055016364,31.322840882925696,3.196344628589333,399812,6525.5
2023-06-19,24.982728609692177,29.874738989681525,3.227366290086826,399812,6472.36
2023-06-20,24.82265713681187,29.800231843906616,3.175720689223519,399812,6417.96
2023-06-21,24.503353854198625,29.977107900231005,3.161390178990457,399812,6337.66
2023-06-26,24.179648181544195,29.29264115236585,3.102252549882183,399812,6242.19
2023-06-27,24.582431476054705,29.66860136831824,3.220654154918221,399812,6344.17
2023-06-28,24.56424458016104,30.22853038758836,3.192258314548085,399812,6322.04
2023-06-29,24.59619586114593,29.78892673150125,3.249284121704925,399812,6320.91
2023-06-30,24.673981480560887,29.53894408310272,3.2644792002095846,399812,6337.96
2023-07-03,25.01612676592832,30.27414397526895,3.244927395257013,399812,6432.99
2023-07-04,25.446574695587884,30.72347394553587,3.2176379460344577,399812,6414.41
2023-07-05,24.712371837165165,30.1387923263189,3.21189234643934,399812,6363.71
2023-07-06,24.45505681185518,29.32441808977186,3.135464746381405,399812,6288.15
2023-07-07,24.531344644247188,29.25853544199624,3.1575181754243324,399812,6312.07
2023-07-10,24.49480808617436,28.988160021936004,3.170381109774957,399812,6336.72
2023-07-11,24.67311687777554,28.824056760582707,3.162177364552476,399812,6369.85
2023-07-12,24.61415461036644,29.19270978899478,3.2077161833146706,399812,6346.92
2023-07-13,24.881791678525687,29.577350144697,3.1947547575495383,399812,6410.94
2023-07-14,24.72505519750383,29.309417946517257,3.1710692317496214,399812,6357.93
2023-07-17,24.57150784280699,29.226831632963417,3.15852855907942,399812,6318.52
2023-07-18,24.467374475607528,29.05950222703224,3.1234386404589563,399812,6307.5
2023-07-19,24.554604630977103,29.031879874988263,3.14260369474715,399812,6329.6
2023-07-20,24.397149739366704,28.87844790003113,3.1126875222447445,399812,6318.33
2023-07-21,24.47667992551068,29.170603315004847,3.134221729881441,399812,6344.13
2023-07-24,24.41552977486509,29.43113801890247,3.127401437278025,399812,6334.57
2023-07-25,24.90207607973863,29.896620408957368,3.174529652325507,399812,6427.0
2023-07-26,24.88066509943044,29.889834202780285,3.1941931131931165,399812,6434.06
2023-07-27,24.78874024783661,30.19627585473563,3.1945903253608026,399812,6415.16
2023-07-28,25.24275541271467,30.598880971163503,3.222572003206452,399812,6512.66
2023-07-31,25.200813013576514,29.83215801980381,3.2211221234834264,399812,6520.46
2023-08-01,25.01383410156229,29.520003786005496,3.1726673096039244,399812,6470.81
2023-08-02,24.79605908263545,29.6432420836415,3.1521359586134152,399812,6429.86
2023-08-03,25.06032487246921,30.74833874897821,3.1621537071382555,399812,6491.23
2023-08-04,24.9138636642508,30.46672523554282,3.1603759401616256,399812,6468.32
2023-08-07,24.476975167706872,30.133880082034487,3.1133461432031644,399812,6366.21
2023-08-08,24.56620714771509,30.15915004149918,3.1505878809430583,399812,6387.22
2023-08-09,24.53732731746641,30.169226172983603,3.139966640924386,399812,6366.01
2023-08-10,24.441916808088006,29.88618883365456,3.102993543397473,399812,6358.0
2023-08-11,24.0609560673266,29.29314699406605,3.038373369167129,399812,6260.77
2023-08-14,24.137002535998377,29.208870189445705,3.057231192280629,399812,6285.87
