Date,Close,市值(元),流通市值(元),自由流通市值(元),pe,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2015-04-22,3193.23,=656859457548,=612351361717,=248118319175.4600,32.743,=1,=28.1440,=23.9597,=23.5282
2015-04-23,3146.9882,=643600796770.4000,=599716968319,=242924040119.1500,32.1651,=0.9667,=28.6369,=23.9762,=23.5282
2015-04-24,3116.0111,=639489932959,=596445837414,=241538753446.7000,31.63,=0.9344,=28.7834,=24.0325,=23.5282
2015-04-27,3118.4937,=638883400967.9000,=595345742831,=240945960840.5900,31.8458,=0.9355,=29.3031,=24.0887,=23.5282
2015-04-28,2994.6392,=615059835081.9000,=573584146286,=232299988071.9500,33.7294,=1,=29.3031,=24.1258,=23.5456
2015-04-29,3017.5564,=618214975707.8000,=576642290063,=234717119013.3801,34.0076,=1,=29.4989,=24.1628,=23.5456
2015-04-30,3012.1057,=620963832023.1000,=579124927853,=235460505841.8400,33.8919,=0.9846,=29.5354,=24.3907,=23.5456
2015-05-04,3056.512,=629313689742.4000,=586996104897,=238673858857.2400,34.3741,=1,=29.9371,=24.6186,=23.5456
2015-05-05,2908.1427,=597653314810.1000,=557035064626,=226491419803.0700,32.6616,=0.9254,=30.0521,=24.8464,=23.5456
2015-05-06,2861.5407,=592965253763.3000,=553302015444,=224783552056.0300,32.0707,=0.8824,=30.0521,=25.0741,=23.5806
2015-05-07,2856.5561,=594411331381.8000,=555008883530,=225384985031.2900,32.0582,=0.8696,=30.6263,=25.0851,=23.5806
2015-05-08,2938.6346,=612962081977.1001,=572499470351,=232533054141.3000,32.9701,=0.9429,=31.3176,=25.0962,=23.5806
2015-05-11,2992.6711,=623656175249.1000,=581930274920,=236434945432.5100,33.7117,=0.9437,=31.6300,=25.1312,=23.5806
2015-05-12,2975.1377,=618336954539.4000,=576911994896,=234588454921.9400,33.6038,=0.9306,=31.8458,=25.1663,=23.5806
2015-05-13,2992.158,=622596752822.2001,=580703299441,=236090101929.9600,33.7341,=0.9589,=31.8458,=25.2763,=23.6080
2015-05-14,2952.2261,=611963023094,=569889114472,=232026251149.2501,33.4094,=0.9054,=31.8496,=25.3864,=23.6080
2015-05-15,2894.0683,=597734067330.7000,=556977808870,=226959288614.6000,32.6928,=0.8667,=32.0582,=25.3962,=23.6080
2015-05-18,2879.8324,=594039234735.2000,=551554289911,=224855650159.4200,32.8751,=0.8816,=32.0707,=25.4060,=23.6080
2015-05-19,2952.072,=612157414267.2001,=568756664661,=231622061699.3501,33.7542,=0.9610,=32.1651,=25.4153,=23.6080
2015-05-20,2968.0685,=617794606855.4000,=574410246988,=233710149463.4000,33.9138,=0.9744,=32.1651,=25.4246,=23.6240
2015-05-21,3050.9394,=634769817784.9000,=590006360477,=239804228797.6500,34.9213,=1,=32.3979,=25.5519,=23.6240
2015-05-22,3142.7774,=660026452017,=614770729655,=249888512846.4701,35.784,=1,=32.6616,=25.6792,=23.6240
2015-05-25,3216.2061,=680069852161.1000,=632600967599,=257092023522.3300,36.9016,=1,=32.6928,=25.9038,=23.6240
2015-05-26,3281.9323,=686408530119.5000,=637120075857,=259419709781.0200,37.5534,=1,=32.7430,=26.1285,=23.6240
2015-05-27,3282.3397,=678000384384.2999,=627230241383,=255944348124.0100,37.8117,=1,=32.7430,=26.2553,=23.6250
2015-05-28,3124.8035,=643129498653.5000,=595484144387,=243383212877.8500,35.8073,=0.9643,=32.8751,=26.3820,=23.6250
2015-05-29,3136.106,=647879811207.2000,=598667618739,=244639407283.1900,36.4378,=0.9647,=32.9701,=26.4417,=23.6250
2015-06-01,3280.7841,=674564164993.1000,=623314531329,=254627447882.9900,37.9979,=1,=33.4094,=26.5014,=23.6250
2015-06-02,3295.8427,=670411435669.5000,=619862852217,=253640986977.1001,38.1728,=1,=33.6038,=27.1449,=23.6250
2015-06-03,3262.2415,=664168724670.6000,=614020577941,=250769549797.4600,37.5726,=0.9659,=33.6038,=27.7883,=23.6300
2015-06-04,3224.5444,=653715536546.3000,=604666738947,=247051358368.2300,37.0782,=0.9438,=33.7117,=27.8475,=23.6300
2015-06-05,3278.1379,=654466976109.3999,=604958332098,=247910291160.1100,37.5993,=0.9667,=33.7294,=27.9067,=23.6300
2015-06-08,3377.5211,=676309587035.8000,=626917089416,=256765877519.8200,38.459,=1,=33.7341,=27.9376,=23.6300
2015-06-09,3341.3986,=666461580130.9000,=616825636536,=252899763189.0100,37.9039,=0.9674,=33.7542,=27.9685,=23.6300
2015-06-10,3435.5963,=683102532490.7999,=631158893560,=258329701600.4401,39.1681,=1,=33.7542,=28.0563,=23.6677
2015-06-11,3456.3446,=683189960352.5000,=630601655691,=258505706078.3100,39.3181,=1,=33.8919,=28.1440,=23.6677
2015-06-12,3585.181,=705764246773.2001,=651327898129,=267216389810.2900,40.6652,=1,=33.9138,=28.3905,=23.6677
2015-06-15,3603.0059,=692020096951.9000,=643488481732,=258420318033.2100,40.7708,=1,=34.0076,=28.6369,=23.6677
2015-06-16,3486.089,=670661568671.6001,=624032790031,=250344780023.4500,39.3409,=0.9794,=34.3741,=28.7102,=23.6677
2015-06-17,3547.724,=677702879835.2001,=630979134919,=253781622678.4101,39.8368,=0.9796,=34.3741,=28.7834,=23.7155
2015-06-18,3403.661,=643365799103.1001,=599597888112,=242176759527.2557,37.9114,=0.9091,=34.9213,=29.0433,=23.7155
2015-06-19,3170.212,=608452316624.8999,=567723326699,=228830035262.9792,35.5335,=0.8000,=35.5335,=29.3031,=23.7155
2015-06-23,3377.373,=649785676523.8000,=607243439183,=245070628751.0147,37.7767,=0.8812,=35.7840,=29.4010,=23.7155
2015-06-24,3596.595,=683881998806.2001,=639140503953,=258273146242.4928,39.9115,=0.9804,=35.8073,=29.4989,=23.7155
2015-06-25,3513.959,=664624108114.1000,=621335910461,=251071497444.5816,38.7379,=0.9320,=35.8073,=29.5172,=23.7560
2015-06-26,3285.213,=627286193536.7000,=587717588545,=237283575430.3652,35.9803,=0.7981,=35.9803,=29.5354,=23.7560
2015-06-29,3377.036,=640842951948.1000,=601650955895,=243017310532.1423,36.5892,=0.8095,=36.4378,=29.7362,=23.7560
2015-06-30,3470.417,=666529538921.6001,=624838592921,=251831598837.8296,38.1804,=0.9151,=36.5892,=29.9371,=23.7560
2015-07-01,3339.275,=651071186903.5000,=611235306590,=246048974059.4228,36.7424,=0.8037,=36.7424,=29.9946,=23.7560
2015-07-02,3107.637,=624869434681.1000,=585659890353,=235347913942.4402,34.6373,=0.7315,=36.5892,=30.0521,=23.8202
2015-07-03,2900.693,=591946928792,=561871696527,=221884064760.0568,32.3668,=0.5780,=36.5892,=30.3392,=23.8202
2015-07-06,2861.163,=598583723482.5000,=567601253150,=223592499087.7181,32.0295,=0.5455,=36.5892,=30.6263,=23.8202
2015-07-07,2713.374,=575216554921.2001,=544965389331,=214172389305.4093,29.9611,=0.4865,=36.5892,=30.3392,=23.8202
2015-07-08,2572.337,=549168842863.2000,=519489678243,=203684224689.3107,28.2322,=0.4286,=36.5892,=30.0521,=23.8202
2015-07-09,2792.727,=598421456337,=566597942855,=222114912424.1649,30.7155,=0.5133,=36.4378,=30.3392,=23.8256
2015-07-10,2999.194,=633529654448.3999,=599593481600,=235298579620.5614,33.0537,=0.6491,=36.4378,=30.6263,=23.8256
2015-07-13,3128.276,=639720758072,=604958712924,=238288784409.9879,34.9016,=0.7478,=36.4378,=30.6709,=23.8256
2015-07-14,2984.626,=610675943888.8999,=577395925993,=227414947440.7060,33.5329,=0.6552,=36.4378,=30.7155,=23.8256
2015-07-15,2828.251,=591027791401.8000,=560468233953,=220849046899.5006,31.3045,=0.5043,=36.4378,=31.0100,=23.8256
2015-07-16,2883.132,=598673869715.5000,=567920465609,=224031291996.6977,31.7783,=0.5254,=35.9803,=31.3045,=23.8651
2015-07-17,2989.8,=613163355188.4000,=580800058880,=231065743099.5786,33.1978,=0.6471,=35.9803,=31.3111,=23.8651
2015-07-20,2945.214,=601076742065.7001,=569784679792,=226975882370.0803,32.7195,=0.6083,=35.9803,=31.3176,=23.8651
2015-07-21,2970.62,=599153254325.7000,=567892971063,=226531132389.4833,32.8746,=0.6198,=35.9803,=31.4738,=23.8651
2015-07-22,2968.49,=595931891744.5000,=564709485818,=225424089944.7607,33.074,=0.6475,=35.9803,=31.6300,=23.8651
