日期,收盘点位,市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2005-11-15,=1087.5100,=2367179590479.9009,=611296141167,=594274536718.4498,=20.6752,=0.0083,=53.9764,=42.2039,=32.7417
2005-11-14,=1088.6500,=2364360115071.6016,=613385799696,=597622499436.3589,=20.6996,=0.0083,=53.9764,=42.2039,=32.7417
2005-11-11,=1090.1900,=2372134960841,=614809832153,=598113533281.6781,=20.8283,=0.0091,=53.9764,=42.2039,=32.7417
2005-11-10,=1088.3000,=2368156851560.7988,=612599787459,=595882430998.5809,=20.7637,=0.0083,=53.9764,=42.2039,=32.7417
2005-11-09,=1108.1500,=2410876076039.0010,=625931548732,=609156977137.7242,=21.3788,=0.0178,=53.9764,=42.2039,=32.7417
2005-11-08,=1110.1500,=2415459296285.5986,=628010007371,=611507679999.3401,=21.4672,=0.0195,=53.9764,=42.2039,=32.7417
2005-11-07,=1100.6500,=2395744077500.9995,=623556875054,=607728852022.5576,=21.3242,=0.0166,=53.9764,=42.2039,=32.7417
2005-11-04,=1100.0500,=2395492448972.1021,=622172456055,=606583273512.5962,=21.2438,=0.0153,=53.9764,=42.2039,=32.7417
2005-11-03,=1095.2700,=2385820831361.9019,=618996183064,=603520838373.9089,=21.1121,=0.0120,=53.9764,=42.2039,=32.7417
2005-11-02,=1104.7900,=2406337643195.8008,=625616242674,=610275619664.4758,=21.4597,=0.0178,=53.9764,=42.2039,=32.7417
2005-11-01,=1089.9500,=2376107647104.5991,=616509771258,=601840662669.3435,=21.1188,=0.0124,=53.9764,=42.2039,=32.7417
2005-10-31,=1092.8200,=2381459629128.3999,=619812033791,=605170502155.6818,=21.3551,=0.0153,=53.9764,=42.2039,=32.7417
2005-10-28,=1080.8700,=2355478709391.5010,=615051084379,=595298618693.8242,=20.9831,=0.0103,=53.9764,=42.2039,=32.7417
2005-10-27,=1097.7800,=2396254257405.3989,=624842433121,=604879485181.1165,=21.5271,=0.0166,=53.9764,=42.2039,=32.7417
2005-10-26,=1097.1600,=2395092759809.3018,=626678359807,=606129791448.5251,=21.7986,=0.0219,=53.9764,=42.2039,=32.7417
2005-10-25,=1121.9200,=2458642781788.8008,=642323152004,=621918710388.6421,=22.4035,=0.0414,=53.9764,=42.2039,=32.7417
2005-10-24,=1141.1700,=2501278781831.5986,=653060045192,=631613825494.0649,=22.8848,=0.0559,=53.9764,=42.2039,=32.7417
2005-10-21,=1141.3200,=2511735852847.1025,=652477795934,=632322277850.3776,=22.8958,=0.0559,=53.9764,=42.2039,=32.7417
2005-10-20,=1135.9500,=2500277064717.6011,=648996304141,=629238956528.7683,=22.7379,=0.0513,=53.9764,=42.2039,=32.7417
2005-10-19,=1134.6100,=2497382320367.0024,=649307229593,=629440209965.8149,=22.7079,=0.0509,=53.9764,=42.2039,=32.7417
2005-10-18,=1141.2000,=2512568961953.4985,=653429505718,=633455963984.3805,=22.9313,=0.0555,=53.9764,=42.2039,=32.7417
2005-10-17,=1131.3800,=2489772423371.1011,=646802742307,=626913500820.9609,=22.5922,=0.0464,=53.9764,=42.2039,=32.7417
2005-10-14,=1139.5500,=2508958506442.7998,=649228518068,=629123901705.3202,=22.6440,=0.0480,=53.9764,=42.2039,=32.7417
2005-10-13,=1152.6100,=2536728708717.7002,=656614367049,=636261968183.3984,=22.9066,=0.0542,=53.9764,=42.2039,=32.7417
2005-10-12,=1161.8500,=2558090277497.9004,=661068446913,=640726371559.9135,=23.0243,=0.0550,=53.9764,=42.2039,=32.7417
2005-10-11,=1157.1900,=2548067258613.7002,=656982165413,=636596403250.8196,=22.7820,=0.0509,=53.9764,=42.2039,=32.7417
2005-10-10,=1138.9500,=2507901539397.3013,=645854419920,=625685689961.6077,=22.3720,=0.0401,=53.9764,=42.2039,=32.7417
2005-09-30,=1155.6100,=2542250519150.1001,=653048106563,=633303446953.9054,=22.6750,=0.0484,=53.9741,=42.1993,=32.6839
2005-09-29,=1155.4800,=2543257963920.6011,=653094803289,=632175395422.3884,=22.7054,=0.0488,=53.9741,=42.1993,=32.6839
2005-09-28,=1131.7700,=2488193168718.4961,=642019012494,=621210020553.5099,=22.2856,=0.0360,=53.9741,=42.1993,=32.6839
2005-09-27,=1133.2400,=2491069559814.4009,=643459208863,=622618444642.0076,=22.3359,=0.0384,=53.9741,=42.1993,=32.6839
2005-09-26,=1155.0400,=2540850613174.5986,=654242976085,=633556103382.1343,=22.7488,=0.0480,=53.9741,=42.1993,=32.6839
2005-09-23,=1151.9800,=2534230801003.8999,=652097137759,=631385517217.3164,=22.5938,=0.0451,=53.9741,=42.1993,=32.6839
2005-09-22,=1159.9600,=2551600686227.3008,=658337119443,=637427409540.5815,=22.8339,=0.0496,=53.9741,=42.1993,=32.6839
2005-09-21,=1187.9900,=2613816176848.7031,=675812966686,=654449234131.7963,=23.5078,=0.0587,=53.9741,=42.1993,=32.6839
2005-09-20,=1212.6200,=2669726889671.9956,=688383094792,=666594599449.7131,=23.9518,=0.0690,=53.9741,=42.1993,=32.6839
2005-09-19,=1220.6300,=2687374453033.8003,=693073865595,=671352118068.4810,=24.1640,=0.0703,=53.9741,=42.1993,=32.6839
2005-09-16,=1212.9500,=2671747539881.7002,=687412519993,=666057219617.1433,=23.9246,=0.0678,=53.9741,=42.1993,=32.6839
2005-09-15,=1217.2800,=2681979289601.5010,=688931955380,=667558551049.6226,=23.9523,=0.0686,=53.9741,=42.1993,=32.6839
2005-09-14,=1217.2600,=2682567623652.0010,=687857032412,=666558270032.6609,=23.8591,=0.0657,=53.9741,=42.1993,=32.6839
2005-09-13,=1207.1600,=2659740379402.8032,=682242256553,=661002782039.7305,=23.6369,=0.0620,=53.9741,=42.1993,=32.6839
2005-09-12,=1188.2100,=2617787057907.3018,=670708838585,=649640528584.6439,=23.1627,=0.0525,=53.9741,=42.1993,=32.6839
2005-09-09,=1189.6200,=2622770537454.4995,=669057928679,=648076834805.3448,=23.0602,=0.0513,=53.9741,=42.1993,=32.6839
2005-09-08,=1194.4100,=2631867328988.4980,=673707653913,=652612682159.6025,=23.2537,=0.0533,=53.9741,=42.1993,=32.6839
2005-09-07,=1194.3100,=2633783186925.1011,=672869334588,=651726704773.2828,=23.1669,=0.0521,=53.9741,=42.1993,=32.6839
2005-09-06,=1173.3200,=2587648369457.1016,=659081077130,=638005623042.7936,=22.5693,=0.0442,=53.9741,=42.1993,=32.6839
2005-09-05,=1196.2200,=2638326109957.8037,=672474915598,=651231677303.4789,=23.0637,=0.0508,=53.9741,=42.1993,=32.6839
2005-09-02,=1188.8500,=2621244609516.2012,=666423709441,=645457136704.1245,=22.7868,=0.0475,=53.9741,=42.1993,=32.6839
2005-09-01,=1184.9300,=2613205530771.3013,=663218525148,=642059880332.0222,=22.6447,=0.0459,=53.9741,=42.1993,=32.6839
2005-08-31,=1162.8000,=2564172893330.2998,=650279441337,=629255082534.8824,=22.1638,=0.0327,=53.9741,=42.1993,=32.6839
2005-08-30,=1146.3900,=2528571450788.2012,=639940947211,=611877517570.5967,=21.7471,=0.0207,=53.9741,=42.1993,=32.6839
2005-08-29,=1154.4300,=2548531305373.8022,=642778535198,=613554461211.1654,=21.8262,=0.0219,=53.9741,=42.1993,=32.6839
2005-08-26,=1171.8600,=2589525003734.4009,=650052826121,=620797189507.4139,=22.2490,=0.0335,=53.9741,=42.1993,=32.6839
2005-08-25,=1172.4700,=2591838424476.2012,=649762420697,=620578554288.9512,=22.0833,=0.0302,=53.9741,=42.1993,=32.6839
2005-08-24,=1167.1400,=2578597241190.3022,=646732668825,=617203361152.0582,=21.9534,=0.0256,=53.9741,=42.1993,=32.6839
2005-08-23,=1149.9600,=2536783532651.6016,=639958311271,=610587194334.9607,=21.7381,=0.0203,=53.9741,=42.1993,=32.6839
2005-08-22,=1158.6000,=2556272462423.6001,=646271857392,=617296688135.6752,=22.1278,=0.0298,=53.9741,=42.1993,=32.6839
2005-08-19,=1150.1800,=2541232563836.5005,=640281141032,=612299915294.2192,=21.9534,=0.0252,=53.9741,=42.1993,=32.6839
2005-08-18,=1148.0400,=2537856926184.6997,=639354235223,=612094171292.6248,=22.0147,=0.0273,=53.9741,=42.1993,=32.6839
2005-08-17,=1192.8300,=2645891109315.5029,=660624194552,=636106503572.3611,=22.9703,=0.0451,=53.9741,=42.1993,=32.6839
2005-08-16,=1177.2800,=2615902892913.8008,=652740763454,=629883602099.5876,=22.6481,=0.0418,=53.9741,=42.1993,=32.6839
2005-08-15,=1187.0100,=2639302644562.2944,=656569707798,=634131777139.9230,=22.8318,=0.0434,=53.9741,=42.1993,=32.6839
2005-08-12,=1167.9200,=2604284795043.7949,=642729264628,=619844858825.9950,=22.2730,=0.0310,=53.9741,=42.1993,=32.6839
2005-08-11,=1183.5800,=2639420119318.2017,=652731241091,=629858391321.8322,=22.6921,=0.0413,=53.9741,=42.1993,=32.6839
2005-08-10,=1165.0300,=2594729029269.3018,=644458420014,=621166189001.3335,=22.4222,=0.0364,=53.9741,=42.1993,=32.6839
2005-08-09,=1152.5300,=2564186236666.5000,=637760683272,=614664843655.2386,=22.1917,=0.0294,=53.9741,=42.1993,=32.6839
2005-08-08,=1138.8800,=2533031623617.5000,=631405598813,=609159051382.4219,=21.9077,=0.0240,=53.9741,=42.1993,=32.6839
2005-08-05,=1128.7400,=2505917572663.9009,=625429932401,=604637280057.2301,=21.5627,=0.0169,=53.9741,=42.1993,=32.6839
2005-08-04,=1102.5900,=2453737997320.6011,=610974738824,=590729831628.7112,=21.0023,=0.0103,=53.9741,=42.1993,=32.6839
2005-08-03,=1107.7000,=2464483665124.2998,=614374661533,=594008036802.5297,=21.1212,=0.0116,=53.9741,=42.1993,=32.6839
2005-08-02,=1104.0400,=2456822711598.4995,=610767013951,=590469546498.6976,=20.9132,=0.0095,=53.9741,=42.1993,=32.6839
2005-08-01,=1088.9500,=2422874263531.1997,=602478499423,=582230488513.4196,=20.5375,=0.0066,=53.9741,=42.1993,=32.6839
2005-07-29,=1083.0300,=2409842292418.5015,=599022219055,=578736585633.5032,=20.3588,=0.0050,=53.9741,=42.1993,=32.6839
2005-07-28,=1086.5500,=2419546408739.9985,=600756049834,=581002231258.6034,=20.5038,=0.0054,=53.9741,=42.1993,=32.6839
2005-07-27,=1089.9100,=2414851372043.2012,=602392383319,=583252726383.1459,=20.5259,=0.0054,=53.9741,=42.1993,=32.6839
2005-07-26,=1072.8100,=2389320583997.5000,=592198835625,=572574519585.0530,=20.2313,=0.0045,=53.9741,=42.1993,=32.6839
2005-07-25,=1045.4000,=2327312019754.1987,=578942577013,=559456175209.1149,=19.7307,=0.0025,=53.9741,=42.1993,=32.6839
2005-07-22,=1046.3200,=2328239271251.6016,=580084855959,=560605276321.9825,=19.7581,=0.0025,=53.9741,=42.1993,=32.6839
2005-07-21,=1020.6300,=2269269659464.1997,=567887615478,=548516126071.4555,=19.3094,=0.0008,=53.9741,=42.1993,=32.6839
2005-07-20,=1021.0500,=2269124718066.9990,=567864944187,=548863553668.2550,=19.3360,=0.0008,=53.9741,=42.1993,=32.6839
2005-07-19,=1014.3500,=2254634441855.4985,=564462764265,=545363339258.0616,=19.2160,=0.0004,=53.9741,=42.1993,=32.6839
2005-07-18,=1012.1000,=2249649051559.2998,=562399979084,=543343686554.9357,=19.0908,=0,=53.9741,=42.1993,=32.6839
2005-07-15,=1026.1100,=2279422374248.7002,=570920475223,=551890710589.4171,=19.6553,=0,=53.9741,=42.1993,=32.6839
2005-07-14,=1040.4200,=2310491463678.7002,=579790918082,=560616568257.6658,=20.1854,=0.0008,=53.9741,=42.1993,=32.6839
2005-07-13,=1037.3900,=2303905928418.5024,=578519047534,=559459445422.3734,=20.2101,=0.0008,=53.9741,=42.1993,=32.6839
2005-07-12,=1046.1600,=2324191486963.2012,=583417848885,=564212549693.1372,=20.3668,=0.0008,=53.9741,=42.1993,=32.6839
2005-07-11,=1011.5000,=2246209078053.7012,=563949251912,=545666525129.2550,=19.7212,=0,=53.9741,=42.1993,=32.6839
2005-07-08,=1017.9800,=2261712020797.7002,=567714198288,=550401683669.2776,=20.0227,=0,=53.9741,=42.1993,=32.6839
2005-07-07,=1038.6000,=2305946106351.3003,=579870612953,=563035374272.6047,=20.6626,=0.0008,=53.9741,=42.1993,=32.6839
2005-07-06,=1033.5500,=2296227012794.3008,=578905197362,=561638026580.5776,=20.6088,=0,=53.9741,=42.1993,=32.6839
2005-07-05,=1039.0400,=2303719104182.4980,=581264742682,=564990250744.3451,=20.6303,=0,=53.9741,=42.1993,=32.6839
2005-07-04,=1047.2800,=2325953595563.7988,=586152399383,=568722820931.8381,=20.8135,=0,=53.9741,=42.1993,=32.6839
2005-07-01,=1055.5900,=2344747553786.1997,=591811611565,=574113225564.1050,=21.1171,=0.0021,=53.9741,=42.1993,=32.6839
2005-06-30,=1080.9400,=2379800423534.1997,=605616518173,=587548292845.6025,=21.8473,=0.0116,=53.9741,=42.1993,=32.6839
2005-06-29,=1104.9900,=2434078299150.0024,=618994788001,=601164446435.8275,=22.3736,=0.0227,=53.9741,=42.1993,=32.6839
2005-06-28,=1108.5900,=2442479808795.4995,=621962590516,=604166310044.1481,=22.4920,=0.0248,=53.9741,=42.1993,=32.6839
2005-06-27,=1124.6400,=2478585441265.5991,=630938780856,=613047421134.1438,=22.8698,=0.0310,=53.9741,=42.1993,=32.6839
2005-06-24,=1101.8800,=2428372773537.5005,=617620189253,=599920477472.4894,=22.3054,=0.0198,=53.9741,=42.1993,=32.6839
2005-06-23,=1093.7000,=2408653801910.9009,=614660676747,=596968182289.9124,=22.2021,=0.0178,=53.9741,=42.1993,=32.6839
