日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2015-11-18,=3715.5800,=4343.8600,=29683966853894.3086,=22134263420853,=9137917999718.3887,=33.1934,=0.7179,=39.0027,=24.9769,=20.8242
2015-11-17,=3758.3870,=4393.8800,=29931500835121.3047,=22312202305361,=9242190768731.2344,=34.0249,=0.7298,=39.0027,=24.9711,=20.8121
2015-11-16,=3764.1260,=4400.5900,=29907229805886.5117,=22298556549902,=9256121653236.0820,=34.7416,=0.7397,=39.0027,=24.9656,=20.8105
2015-11-13,=3746.2420,=4379.6800,=29792410142809.3008,=22190251823318,=9212087247897.6309,=33.8872,=0.7291,=39.0027,=24.9622,=20.8031
2015-11-12,=3795.3240,=4437.0600,=30177938696970.9063,=22482041360885,=9329755093180.9531,=34.6183,=0.7389,=39.0027,=24.9610,=20.8031
2015-11-11,=3833.6460,=4481.8600,=30483887671188.0781,=22705162092087,=9423977795908.7949,=34.6204,=0.7393,=39.0027,=24.9593,=20.8020
2015-11-10,=3833.2380,=4481.3900,=30544256987095.3906,=22748239608385,=9423621381880.5820,=34.2186,=0.7348,=39.0027,=24.9562,=20.7997
2015-11-09,=3840.3550,=4489.7100,=30645489726594.7969,=22821566149310,=9438401387408.4688,=34.4514,=0.7376,=39.0027,=24.9506,=20.7981
2015-11-06,=3793.3740,=4434.7800,=30120944515843.9023,=22449887741293,=9320714628524.0254,=34.5416,=0.7394,=39.0027,=24.9480,=20.7882
2015-11-05,=3705.9700,=4332.6000,=29555344492547.9023,=22032267223551,=9102649848651.5918,=32.7951,=0.7162,=39.0027,=24.9470,=20.7882
2015-11-04,=3628.5380,=4242.0800,=28896948802584.5000,=21549609500678,=8909139083100.2852,=32.1375,=0.7080,=39.0027,=24.9363,=20.7686
2015-11-03,=3465.4930,=4051.3700,=27690517635912.4961,=20658156255051,=8507361209511.9219,=30.3888,=0.6829,=39.0027,=24.9150,=20.7662
2015-11-02,=3475.9620,=4063.6100,=27825003383752.8984,=20750917468264,=8532355466890.6104,=30.2775,=0.6800,=39.0027,=24.9047,=20.7626
2015-10-30,=3534.0790,=4131.5500,=28276130628110.1016,=21099510096246,=8692317624812.7344,=30.3371,=0.6826,=39.0027,=24.8947,=20.7446
2015-10-29,=3533.3070,=4130.6500,=28303291384631.6016,=21129068268290,=8634906959070.6582,=29.3429,=0.6672,=39.0027,=24.8853,=20.7446
2015-10-28,=3524.9200,=4120.8400,=28282512503780.5078,=21104700994244,=8610873308077.8750,=29.0315,=0.6602,=39.0027,=24.8831,=20.7425
2015-10-27,=3592.8790,=4200.2900,=28720678726575.4102,=21440072562351,=8781911511279.5342,=29.1987,=0.6643,=39.0027,=24.8819,=20.7408
2015-10-26,=3589.2610,=4196.0600,=28766799134732.1016,=21457036197494,=8773264510980.5137,=29.4535,=0.6680,=39.0027,=24.8799,=20.7355
2015-10-23,=3571.2410,=4174.9900,=28643806992471.9102,=21360136239276,=8732100026968.4619,=29.0595,=0.6620,=39.0027,=24.8777,=20.7355
2015-10-22,=3524.5340,=4120.3900,=28386041658741.3086,=21152657807931,=8618095851729.9551,=28.3815,=0.6437,=39.0027,=24.8761,=20.7355
2015-10-21,=3473.2540,=4060.4400,=28157638383707.8984,=20989904265404,=8492474385804.2744,=27.4472,=0.6149,=39.0027,=24.8734,=20.7355
2015-10-20,=3577.7030,=4182.5500,=28668863180858.9805,=21387601040678,=8750925345922.3936,=29.7360,=0.6713,=39.0027,=24.8622,=20.7355
2015-10-19,=3534.1820,=4131.5600,=28370160926956.4063,=21160470569075,=8644599086696.4658,=29.6946,=0.6713,=39.0027,=24.8488,=20.7355
2015-10-16,=3534.0650,=4131.4200,=28381456892548.4063,=21172079063971,=8643352119322.6738,=29.3795,=0.6690,=39.0027,=24.8413,=20.7355
2015-10-15,=3486.8150,=4076.1900,=28018288737843.3008,=20885892151212,=8528184342478.9063,=29.5156,=0.6705,=39.0027,=24.8387,=20.7355
2015-10-14,=3406.1120,=3981.8400,=27468108041627.7109,=20474777185349,=8327981464759.1201,=28.2005,=0.6400,=39.0027,=24.8287,=20.7355
2015-10-13,=3445.0430,=4027.3500,=27723681007789.0078,=20604225409691,=8423818427817.2500,=28.9104,=0.6598,=39.0027,=24.8275,=20.7355
2015-10-12,=3447.6930,=4030.4100,=27802537719825.1055,=20656970323267,=8429706498023.1797,=28.7369,=0.6569,=39.0027,=24.8216,=20.7355
2015-10-09,=3340.1160,=3904.1300,=27000700860020.1016,=20040035914474,=8164454122643.6260,=27.6854,=0.6266,=39.0027,=24.8114,=20.7334
2015-10-08,=3296.4820,=3853.1200,=26678592180693.5117,=19782373836876,=8057645017035.0596,=27.2784,=0.6137,=39.0027,=24.8050,=20.7334
2015-09-30,=3202.9480,=3743.8000,=25972336343535.7031,=19249884133964,=7826889067510.6963,=25.4038,=0.5416,=39.0027,=24.7884,=20.7334
2015-09-29,=3178.8540,=3715.6300,=25829662522222.1133,=19133417533778,=7726090857350.8740,=25.4461,=0.5449,=39.0027,=24.7740,=20.7334
2015-09-28,=3242.7520,=3790.2500,=26350961163992.5078,=19526986621096,=7881517332438.1504,=26.2275,=0.5762,=39.0027,=24.7722,=20.7334
2015-09-25,=3231.9510,=3777.6200,=26358637127709.6016,=19534733021216,=7853794780663.0850,=25.8741,=0.5591,=39.0027,=24.7652,=20.7334
2015-09-24,=3284.9990,=3839.6200,=26641542181179.5977,=19750796273255,=7983734886872.7334,=26.8118,=0.5976,=39.0027,=24.7611,=20.7334
2015-09-23,=3263.0280,=3813.8900,=26501750000576.9023,=19639256574248,=7930140861931.7803,=26.6006,=0.5910,=39.0027,=24.7493,=20.7334
2015-09-22,=3339.0300,=3901.8400,=27131291029820.5938,=20105104368745,=8115620302359.2617,=26.8981,=0.6017,=39.0027,=24.7451,=20.7334
2015-09-21,=3308.2470,=3865.8700,=26887744503451.9883,=19932457909745,=8042399041411.8496,=26.7233,=0.5960,=39.0027,=24.7391,=20.7334
2015-09-18,=3251.2730,=3799.2900,=26554308587847.5977,=19667860088140,=7904344508938.2930,=26.1276,=0.5735,=39.0027,=24.7312,=20.7334
2015-09-17,=3236.9990,=3782.4800,=26531482987196.6992,=19657913442438,=7871530524794.6260,=25.9349,=0.5651,=39.0027,=24.7304,=20.7334
2015-09-16,=3309.2480,=3866.9100,=27066109548925.4961,=20062671816506,=8048184037805.6299,=26.9953,=0.6054,=39.0027,=24.7304,=20.7334
2015-09-15,=3152.2320,=3683.2900,=25996339545243.0977,=19242426939667,=7664592815960.7861,=24.8275,=0.5062,=39.0027,=24.7256,=20.7334
2015-09-14,=3281.1320,=3833.9100,=26786094148903,=19846794076639,=7976886238361.6514,=26.5263,=0.5886,=39.0027,=24.6953,=20.7334
2015-09-11,=3347.1880,=3911.0900,=27205540647476.8008,=20157877140110,=8140981119709.2500,=28.1393,=0.6389,=39.0027,=24.6922,=20.7334
2015-09-10,=3357.5610,=3923.2100,=27342542266211.3984,=20255009114126,=8167280484533.5498,=27.8200,=0.6314,=39.0027,=24.6895,=20.7334
2015-09-09,=3399.3050,=3971.9900,=27672718427367.0859,=20457812579059,=8270651028217.3633,=28.7969,=0.6573,=39.0027,=24.6811,=20.7334
2015-09-08,=3334.0230,=3894.8300,=27183467151060.9023,=20083624020450,=8110420695167.0557,=28.1710,=0.6396,=39.0027,=24.6802,=20.7334
2015-09-07,=3250.4850,=3797.2400,=26621103641928.5078,=19673865395141,=7904840681561.3867,=26.5763,=0.5927,=39.0027,=24.6770,=20.7334
2015-09-02,=3365.8320,=3931.9900,=27826491863068.0117,=20498106250258,=8183636189599.0879,=27.8157,=0.6321,=39.0027,=24.6693,=20.7334
2015-09-01,=3362.0830,=3927.6100,=27487996122261.6055,=20328053795612,=8175922943383.2344,=27.4274,=0.6202,=39.0027,=24.6577,=20.7334
2015-08-31,=3366.5360,=3932.8100,=27090141652224.1055,=20126966303051,=8183867211782.6504,=28.0919,=0.6383,=39.0027,=24.6522,=20.7334
2015-08-28,=3342.2860,=3904.4900,=26938684845344.8984,=19989043003896,=8015577417527.3262,=28.4047,=0.6487,=39.0027,=24.6402,=20.7257
2015-08-27,=3205.6380,=3744.8500,=25945008002530.6094,=19217929436406,=7644573752547.1074,=26.9077,=0.6066,=39.0027,=24.6352,=20.7257
2015-08-26,=3025.6920,=3534.6400,=24533503037066.7070,=18193519116510,=7207058201461.1338,=25.4449,=0.5535,=39.0027,=24.6347,=20.7257
2015-08-25,=3042.9270,=3554.7700,=24511678846417.3086,=18220331450225,=7248079112642.8818,=26.8106,=0.6025,=39.0027,=24.6139,=20.7257
2015-08-24,=3275.5340,=3826.4600,=26470175521809.5000,=19678663849098,=7796179647253.9277,=29.7536,=0.6724,=39.0027,=24.6116,=20.7257
2015-08-21,=3589.5360,=4193.2700,=28957718566110.6016,=21465290203222,=8535127024960.2686,=33.0781,=0.7195,=39.0027,=24.6044,=20.7257
2015-08-20,=3761.4540,=4393.6600,=30138145149067.8984,=22345347524569,=8943096217216.4199,=35.6367,=0.7477,=39.0027,=24.5994,=20.7257
2015-08-19,=3886.1360,=4538.9800,=31067109238952.7031,=23054088880225,=9172408598178.7734,=36.9537,=0.7667,=39.0027,=24.5803,=20.7242
2015-08-18,=3825.4120,=4468.0600,=30852371621748.6094,=22870322300595,=9027355043098.1855,=35.9110,=0.7514,=39.0027,=24.5788,=20.7230
2015-08-17,=4077.8720,=4762.7700,=32547045059940.7031,=24114358929627,=9611306572010.2031,=39.2948,=0.8086,=39.0027,=24.5623,=20.7230
2015-08-14,=4073.5400,=4757.7100,=32622757919835.1016,=24157665079181,=9579664320392.5098,=38.5493,=0.7923,=38.9888,=24.5024,=20.7230
2015-08-13,=4075.4630,=4758.9600,=32680330655114.8008,=24201687249067,=9572197655886.0430,=38.3860,=0.7905,=38.9888,=24.4973,=20.7230
2015-08-12,=4016.1260,=4689.6700,=32290070952445.3945,=23914236891193,=9433790853136.6719,=37.6227,=0.7770,=38.9888,=24.4931,=20.7230
2015-08-11,=4066.6690,=4748.5400,=32677823449779.6016,=24188944813611,=9553330155870.1777,=38.0075,=0.7827,=38.9888,=24.4824,=20.7230
2015-08-10,=4084.3650,=4769.2100,=32838705796595.7969,=24282093333544,=9589532265295.3418,=37.6782,=0.7782,=38.9888,=24.4655,=20.7230
2015-08-07,=3906.9450,=4561.9700,=31479718499902.8984,=23244674656162,=9173740334657.2480,=36.2782,=0.7585,=38.9888,=24.4483,=20.7230
2015-08-06,=3831.8520,=4473.8600,=30941462092081.1016,=22833590516675,=8997564312503.5625,=35.6918,=0.7527,=38.9888,=24.4475,=20.7230
2015-08-05,=3866.9000,=4514.7100,=31237033815814.1016,=23056065260738,=9079429796706.9492,=35.4798,=0.7494,=38.9888,=24.4316,=20.7230
2015-08-04,=3948.1550,=4609.5800,=31895095888351.6016,=23513921378417,=9275952022208.5313,=35.5379,=0.7510,=38.9888,=24.4194,=20.7230
2015-08-03,=3829.2350,=4470.7300,=31099087646693.1992,=22888266936716,=8997999084750.3574,=34.2687,=0.7428,=38.9888,=24.4127,=20.7215
2015-07-31,=3816.6990,=4456.1000,=31009292988942.6992,=22879626132954,=8967839571352.1133,=34.4246,=0.7437,=38.9888,=24.4056,=20.7048
2015-07-30,=3815.4120,=4454.5200,=31118733987548.5078,=22991451965091,=8966109045011.6016,=33.8855,=0.7374,=38.9888,=24.3999,=20.7048
2015-07-29,=3930.3790,=4588.6600,=31935837980070.9063,=23571474861423,=9234632111622.1602,=34.6531,=0.7453,=38.9888,=24.3850,=20.7005
2015-07-28,=3811.0930,=4449.4000,=31172457636494.8984,=22972457642864,=8957416743859.5176,=33.1253,=0.7272,=38.9888,=24.3734,=20.7004
2015-07-27,=3818.7310,=4458.1900,=31335716940160.5078,=23159488433136,=8970588298993.6035,=34.4517,=0.7444,=38.9888,=24.3710,=20.7002
2015-07-24,=4176.2790,=4874.2500,=34251548565130.6094,=25329643576612,=9805208388522.0625,=37.5601,=0.7775,=38.9888,=24.3643,=20.6939
2015-07-23,=4250.8050,=4961,=34763450427463.1016,=25704135971213,=9981994394831.4277,=36.8350,=0.7683,=38.9888,=24.3624,=20.6939
2015-07-22,=4157.1600,=4851.0500,=34135864401125.5938,=25245107908373,=9763616448104.2773,=35.5666,=0.7523,=38.9888,=24.3560,=20.6898
2015-07-21,=4166.0060,=4859.1300,=34254935666388.7930,=25322105077109,=9779122298459.7969,=35.4569,=0.7510,=38.9888,=24.3550,=20.6873
2015-07-20,=4160.6120,=4850.4500,=34297657567489.3008,=25340048283408,=9769935251221.5488,=35.3703,=0.7502,=38.9888,=24.3490,=20.6872
2015-07-17,=4151.4960,=4839.8200,=34161535283478.4063,=25218490488087,=9753021438068.8105,=35.0942,=0.7491,=38.9888,=24.3183,=20.6827
2015-07-16,=3997.3560,=4657.0400,=33289617247514.9063,=24551416127612,=9389745757595.2949,=34.2449,=0.7465,=38.9888,=24.3158,=20.6827
2015-07-15,=3966.7590,=4620.7900,=33204912471433.9883,=24488315211774,=9319093012763.9844,=33.4888,=0.7354,=38.9888,=24.3125,=20.6816
2015-07-14,=4112.1490,=4789.5400,=33798298867288.5938,=24906856233162,=9656934341717.9707,=35.3182,=0.7502,=38.9888,=24.3102,=20.6795
2015-07-13,=4211.8120,=4905.5200,=34632950135463.3164,=25523689571596,=9881304102920.2637,=36.4963,=0.7646,=38.9888,=24.3084,=20.6789
2015-07-10,=4106.5560,=4782.2100,=34431671101455.5977,=25318948994133,=9636242397785.6582,=34.0368,=0.7437,=38.9888,=24.3053,=20.6706
2015-07-09,=3897.6260,=4536.5700,=33094733254566.1992,=24308801429765,=9151872285831.4941,=31.7460,=0.7160,=38.9888,=24.3025,=20.6706
2015-07-08,=3663.0380,=4262.9500,=31319767460413.8086,=22959147111875,=8605354828658.7100,=29.6927,=0.6852,=38.9888,=24.2889,=20.6661
2015-07-07,=3928.0030,=4569.6200,=33335546684213.5000,=24399340862119,=9222767542560.2852,=31.7983,=0.7177,=38.9888,=24.2732,=20.6610
2015-07-06,=3998.5370,=4647.2700,=33064628935698.8008,=24355486005907,=9396013750352.5430,=34.3191,=0.7477,=38.9888,=24.2511,=20.6605
2015-07-03,=3885.9170,=4515.4100,=31612643351197.4102,=23310232937161,=9133848491999.3711,=33.1572,=0.7330,=38.9888,=24.2423,=20.6535
2015-07-02,=4107.9960,=4762.6200,=33327775747585.5156,=24551072241288,=9647716715128.1836,=35.3934,=0.7510,=38.9888,=24.2376,=20.6535
2015-07-01,=4253.0210,=4930.6700,=33891838550740.2930,=25031708058071,=9988249734432.0820,=37.4455,=0.7757,=38.9888,=24.2276,=20.6514
2015-06-30,=4472.9980,=5184.4100,=35693819745030.4063,=26293152176325,=10501559118927.0938,=39.4239,=0.8107,=38.9888,=24.2149,=20.6432
2015-06-29,=4191.5490,=4857.1200,=33599334549181.8008,=24779100459325,=9828918782640.3691,=36.8698,=0.7704,=38.9204,=24.2135,=20.6432
2015-06-26,=4336.1950,=5024.7100,=34254489183994.8906,=25305344787217,=10169287091570.0059,=39.2652,=0.8079,=38.9204,=24.2100,=20.6432
2015-06-25,=4706.5160,=5452.2200,=36865465875246.3047,=27302557013872,=11032452945289.2949,=43.0886,=0.8794,=38.9148,=24.2085,=20.6432
2015-06-24,=4880.1260,=5652.7700,=38140221201572.7031,=28260417030590,=11438722820345.9805,=45.2280,=0.8992,=38.9140,=24.2059,=20.6432
2015-06-23,=4786.0910,=5543.5500,=37280746912860.7891,=27635590596899,=11215679916056.1465,=43.7675,=0.8901,=38.9088,=24.2000,=20.6432
2015-06-19,=4637.0520,=5366.7600,=36055514420012.9141,=26736313177089,=10868342918191.3008,=42.4696,=0.8713,=38.8897,=24.1745,=20.6432
2015-06-18,=4930.5490,=5702.8200,=38271491376894.1953,=28412716512210,=11554853852743.1875,=45.6610,=0.9021,=38.8891,=24.1729,=20.6432
2015-06-17,=5138.8310,=5943.0600,=39837761543045.6094,=29593786152050,=12041978044310.1309,=48.0428,=0.9227,=38.8722,=24.1701,=20.6376
2015-06-16,=5064.8210,=5857.2200,=39215191460799.2891,=29124083942396,=11871981499674.2402,=47.0037,=0.9140,=38.8445,=24.1659,=20.6333
2015-06-15,=5221.1670,=6036.4500,=40424787530130.2031,=30071311846497,=12232338836676.4414,=49.6107,=0.9379,=38.7516,=24.1604,=20.6084
2015-06-12,=5335.1150,=6167.4100,=40061491685663.7969,=30137370817281,=12193075368936.7305,=49.6389,=0.9391,=38.7458,=24.1412,=20.6084
2015-06-11,=5306.5900,=6133.8800,=39843032837712.4922,=29978169314222,=12118578024661.8457,=48.9542,=0.9313,=38.7202,=24.1368,=20.6084
2015-06-10,=5309.1120,=6135.8400,=39992585908466.3984,=30061229778551,=12124011409356.2012,=48.5743,=0.9280,=38.6894,=24.1291,=20.6084
2015-06-09,=5317.4610,=6144.3600,=40288054684063.3125,=30258937115584,=12133699911053.0859,=47.4463,=0.9202,=38.6515,=24.1252,=20.6084
2015-06-08,=5353.7510,=6186.0200,=40543501720888.7031,=30433049226041,=12198116023878.2930,=48.7662,=0.9297,=38.6395,=24.1171,=20.6084
2015-06-05,=5230.5520,=6043.5700,=38852753778500.6875,=29171951892614,=11919979972461.5664,=48.7064,=0.9293,=38.6226,=24.1077,=20.6061
2015-06-04,=5181.4160,=5986.6300,=38453538500707.0938,=28834100876522,=11813809487727.3496,=48.2571,=0.9272,=38.6131,=24.1035,=20.6061
2015-06-03,=5143.5900,=5942.7200,=37955047488473.2969,=28525623828808,=11712790719783.6055,=48.3084,=0.9280,=38.5699,=24.0889,=20.6060
2015-06-02,=5161.8700,=5959.8400,=38001631125015.8125,=28526307415679,=11757338911922.0645,=48.3790,=0.9284,=38.5507,=24.0765,=20.6053
2015-06-01,=5076.1790,=5860.7600,=37565961813265.7031,=28184977828833,=11569273022823.8672,=47.6555,=0.9239,=38.5060,=24.0724,=20.5822
2015-05-29,=4840.8290,=5588.8300,=35801311653620.3125,=26903236400016,=11025514414108.7305,=45.5743,=0.9071,=38.4819,=24.0470,=20.5743
2015-05-28,=4834.0070,=5580.9100,=35898281581223.6016,=27002922503543,=11008926457430.1855,=45.7337,=0.9099,=38.4196,=24.0435,=20.5743
2015-05-27,=5181.4340,=5980.5200,=38490316900890.4922,=29001566899648,=11805826570835.5195,=47.2174,=0.9206,=38.3962,=24.0359,=20.5721
2015-05-26,=5198.9180,=5997.4500,=38540903902360.7031,=29040918753515,=11843721903039.3984,=48.2443,=0.9280,=38.3831,=24.0308,=20.5696
2015-05-25,=5099.4950,=5882.4800,=37871102539187.2969,=28604868424735,=11613679105775.0137,=47.3130,=0.9214,=38.3632,=24.0293,=20.5688
2015-05-22,=4951.3350,=5711.5700,=36765655991676.5000,=27739041229555,=11270541585770.9414,=45.1058,=0.9067,=38.3155,=24.0266,=20.5485
2015-05-21,=4840.9760,=5583.6300,=35826349676156.5938,=27037644357772,=11012771762619.1211,=44.7814,=0.9062,=38.3049,=24.0220,=20.5485
2015-05-20,=4754.9190,=5483.9700,=35672075120798.3984,=26946750688018,=10929675636540.8691,=43.4390,=0.8963,=38.2433,=24.0157,=20.5485
2015-05-19,=4731.2220,=5455.7200,=35565722064436.2969,=26844755493507,=10875285736625.3652,=42.5544,=0.8836,=38.2099,=24.0127,=20.5485
2015-05-18,=4575.1400,=5275.5900,=34443942433180.3984,=25994012505207,=10514294516215.6270,=41.6622,=0.8684,=38.2075,=24.0054,=20.5485
2015-05-15,=4617.4700,=5324.1300,=34868591107255.4063,=26327249949576,=10608924497364.9570,=40.6632,=0.8491,=38.1973,=23.9846,=20.5485
2015-05-14,=4700.7780,=5419.8500,=35522244860856.3125,=26789049584648,=10797808550454.1895,=41.5738,=0.8655,=38.1942,=23.9798,=20.5485
2015-05-13,=4718.4360,=5439.7900,=35620112228516.3984,=26870421427840,=10836681621470.6797,=41.2456,=0.8593,=38.1926,=23.9745,=20.5485
2015-05-12,=4747.4210,=5472.9900,=35914407062631.2969,=27118225007030,=10911260916913.5176,=42.2521,=0.8766,=38.1782,=23.9702,=20.5485
2015-05-11,=4690.5320,=5407.1300,=35526371966896.2031,=26833382195233,=10774968932250.0078,=41.6270,=0.8675,=38.1627,=23.9648,=20.5485
2015-05-08,=4558.4040,=5254.6900,=34636715872674.6016,=26144794275584,=10468489257510.7676,=39.9074,=0.8314,=38.1570,=23.9627,=20.5485
2015-05-07,=4470.0890,=5152.3500,=33971910644630.1016,=25641320345134,=10266548615381.1270,=39.0027,=0.8153,=38.1424,=23.9626,=20.5485
2015-05-06,=4553.3270,=5248.2900,=34785105768344.8984,=26264584974955,=10459333373921.2109,=39.8314,=0.8296,=38.0856,=23.9625,=20.5485
2015-05-05,=4596.8370,=5298.4500,=35235221357613.0938,=26637502227711,=10556170722452.9805,=40.1316,=0.8378,=38.0744,=23.9570,=20.5485
2015-05-04,=4787.7410,=5518.4900,=36741456466412.2891,=27757792777843,=10995345134104.2695,=41.6608,=0.8686,=38.0467,=23.9515,=20.5485
2015-04-30,=4749.8860,=5474.6400,=36460390329804.8047,=27506465486855,=10907473859651.1328,=41.3544,=0.8636,=38.0467,=23.9485,=20.5472
2015-04-29,=4774.3260,=5500.8900,=36849231233484.4922,=27777602395638,=10769708006307.8379,=42.5449,=0.8834,=38.0343,=23.9320,=20.5472
2015-04-28,=4741.8610,=5463.3000,=37027260044444.0938,=27910384104550,=10674863351102.6191,=41.9760,=0.8731,=38.0207,=23.9158,=20.5472
2015-04-27,=4807.5920,=5539.0300,=37256974273705.8906,=28138867930865,=10757961742363.2266,=43.4873,=0.8966,=38.0057,=23.9092,=20.5472
2015-04-24,=4702.6410,=5418.1200,=36076453864140.4922,=27206122504242,=10481082814121.7266,=42.6778,=0.8855,=37.9529,=23.8904,=20.5472
2015-04-23,=4740.8920,=5462.1200,=36359768369229.6016,=27353344353113,=10562076869784.0547,=42.8763,=0.8875,=37.9529,=23.8901,=20.5470
2015-04-22,=4739.8140,=5460.8500,=36332384644281.8047,=27311455400884,=10555065708823.0371,=42.7755,=0.8875,=37.9021,=23.8888,=20.5470
2015-04-21,=4619.1640,=5321.7200,=35525759028506.0938,=26699192530059,=10310169776864.8984,=42.2546,=0.8789,=37.8999,=23.8875,=20.5470
2015-04-20,=4521.9190,=5209.6900,=34980685310216.8086,=26291138874476,=10075546417144.5098,=40.4673,=0.8488,=37.8949,=23.8850,=20.5470
2015-04-17,=4596.1360,=5295.1900,=35658149159539.7969,=26727854937510,=10239580984257.5137,=41.5990,=0.8703,=37.7870,=23.8827,=20.5472
2015-04-16,=4513.5460,=5200.0400,=34923532015935.1992,=26121733306594,=10055451150937.3340,=41.6936,=0.8719,=37.7870,=23.8795,=20.5470
2015-04-15,=4380.5130,=5046.7300,=33904667553806.4883,=25332605872228,=9758991064343.7148,=40.0154,=0.8401,=37.7002,=23.8741,=20.5470
2015-04-14,=4438.1840,=5112.6100,=34094838323008.1992,=25433679779673,=9885389248841.1895,=40.8336,=0.8583,=37.6940,=23.8683,=20.5470
2015-04-13,=4421.0730,=5092.5900,=34073198730212.1875,=25390286181920,=9851526050129.6621,=40.3084,=0.8488,=37.6850,=23.8628,=20.5470
2015-04-10,=4344.4160,=5003.8300,=33322251695836.4883,=24885627166187,=9684384272591.1816,=39.3727,=0.8311,=37.5689,=23.8608,=20.5472
2015-04-09,=4262.1380,=4909.0600,=32688384433465.8008,=24462819264168,=9498899515103.7148,=38.8897,=0.8204,=37.5689,=23.8605,=20.5470
2015-04-08,=4295.8030,=4947.4300,=32992121829429.8008,=24698038916666,=9578024169911.4199,=39.6704,=0.8352,=37.5524,=23.8576,=20.5470
2015-04-07,=4260.0440,=4906.2400,=32642319039470.6953,=24434764097376,=9498486378603.7207,=39.9361,=0.8392,=37.5346,=23.8549,=20.5470
2015-04-03,=4170.5380,=4803.1600,=31859813819173.3008,=23849684887715,=9297613204083.4629,=39.6632,=0.8355,=37.5267,=23.8511,=20.5470
2015-04-02,=4124.7760,=4750.4600,=31641137411885.0938,=23678182396054,=9185637915013.6738,=39.5411,=0.8337,=37.4584,=23.8473,=20.5470
2015-04-01,=4123.8950,=4749.4400,=31651759483307.1914,=23693167222259,=9183598254878.2109,=38.5060,=0.8163,=37.4428,=23.8438,=20.5470
